Country,Year,PLI,Real_Power_Index,Category,Dynamic_Category
Brunei Darussalam,2012,53.82847526930953,1.857752787900632,Cheap,Moderate
Bulgaria,2012,45.51849033530272,2.1969094155665156,Cheap,Moderate
Burkina Faso,2012,46.5359499989582,2.1488762989095247,Cheap,Moderate
Burundi,2012,36.26517798123186,2.7574661305054815,Cheap,Cheap
Cabo Verde,2012,59.14496739611349,1.6907609286563094,Cheap,Moderate
Cambodia,2012,33.28613151749194,3.004254187587097,Cheap,Cheap
Cameroon,2012,47.36170499002913,2.111410474370646,Cheap,Moderate
Cayman Islands,2012,116.02906886616732,0.8618529906100004,Expensive,Expensive
Central African Republic,2012,51.25809253144479,1.9509114573206954,Cheap,Moderate
Chad,2012,55.61701997347157,1.7980107536811285,Cheap,Moderate
Chile,2012,71.33661257171825,1.4018047170303332,Moderate,Expensive
China,2012,56.08507613204262,1.78300551406166,Cheap,Moderate
Colombia,2012,67.05158159742687,1.4913891308394958,Moderate,Expensive
Comoros,2012,55.63570580101752,1.7974068731625779,Cheap,Moderate
"Congo, Dem. Rep.",2012,63.28038406212162,1.5802685379063306,Moderate,Expensive
"Congo, Rep.",2012,61.609238013117576,1.6231332057492487,Moderate,Expensive
Costa Rica,2012,70.01646041050523,1.4282355808005978,Moderate,Expensive
Botswana,2017,45.25263095018747,2.2098162670381867,Cheap,Moderate
Brazil,2017,69.23878028428449,1.4442773195803618,Moderate,Expensive
Brunei Darussalam,2017,45.45156797036398,2.2001441196748925,Cheap,Moderate
Bulgaria,2017,38.96845443255279,2.5661782448436994,Cheap,Moderate
Burkina Faso,2017,34.71849347810148,2.880309310168499,Cheap,Cheap
Burundi,2017,31.092083431388307,3.2162527873267983,Cheap,Cheap
Cabo Verde,2017,49.05761828775225,2.0384193829680077,Cheap,Moderate
Cambodia,2017,36.16496887542119,2.7651067624162406,Cheap,Cheap
Cameroon,2017,39.71113539687501,2.518185365404317,Cheap,Moderate
Canada,2017,93.40245924373556,1.070635621478103,Moderate,Expensive
Cayman Islands,2017,117.69579520410976,0.8496480254590111,Expensive,Expensive
Zimbabwe,2004,42.933517049229,2.3291825797857806,Cheap,Moderate
Belarus,2014,43.81431133293082,2.2823592784588635,Cheap,Moderate
Belgium,2014,106.30849266188198,0.9406586199848928,Expensive,Expensive
Belize,2014,64.5751024128025,1.5485844584611028,Moderate,Expensive
Benin,2014,45.10156323196984,2.217218048200952,Cheap,Moderate
Bhutan,2014,30.562902703607147,3.2719405276972475,Cheap,Cheap
Bolivia,2014,43.15805385380101,2.317064628047236,Cheap,Moderate
Bosnia and Herzegovina,2014,46.61659453067932,2.145158843256729,Cheap,Moderate
Botswana,2014,47.47192189477906,2.1065083529090898,Cheap,Moderate
Brazil,2014,77.55579178047893,1.289394353461689,Moderate,Expensive
Hungary,2016,46.89977041571456,2.132206599597624,Cheap,Moderate
Iceland,2016,115.9077523982914,0.8627550610797118,Expensive,Expensive
India,2016,29.43736534608613,3.3970431397080034,Cheap,Cheap
Indonesia,2016,34.313634883711586,2.9142934095702353,Cheap,Cheap
"Iran, Islamic Rep.",2016,37.582626228535474,2.660803941478488,Cheap,Cheap
Iraq,2016,47.74045999286105,2.0946593312036303,Cheap,Moderate
Ireland,2016,87.92009665949439,1.1373963837561492,Moderate,Expensive
Israel,2016,98.64458369858608,1.0137404026718333,Moderate,Expensive
Italy,2016,77.5434334281714,1.2895998484853028,Moderate,Expensive
Jamaica,2016,53.29989376030186,1.876176347549884,Cheap,Moderate
Japan,2016,96.99116574204304,1.0310217351749256,Moderate,Expensive
Burkina Faso,1999,33.03538997268085,3.0270567437737714,Cheap,Cheap
Burundi,1999,29.939017568912806,3.3401229606089364,Cheap,Cheap
Cabo Verde,1999,53.30193942489285,1.8761043421489165,Cheap,Moderate
Cambodia,1999,25.5609631855238,3.912215642039421,Cheap,Cheap
Cameroon,1999,39.05806607665785,2.560290614587359,Cheap,Moderate
Canada,1999,80.15144376388234,1.2476381622593025,Moderate,Expensive
Central African Republic,1999,40.63471916390197,2.4609497015752835,Cheap,Moderate
Chad,1999,23.74512246353454,4.211391209018624,Cheap,Cheap
Chile,1999,55.81664323040331,1.7915803282403415,Cheap,Moderate
China,1999,32.75818730075632,3.0526719650843197,Cheap,Cheap
Colombia,1999,41.18896842617632,2.4278345348520123,Cheap,Moderate
Comoros,1999,40.34993690392044,2.4783186213677553,Cheap,Moderate
"Congo, Dem. Rep.",1999,21.317826540013,4.690909732861491,Cheap,Cheap
"Congo, Rep.",1999,24.478250012908035,4.085259360749536,Cheap,Cheap
Ghana,2016,38.16502978503077,2.6201997106582207,Cheap,Moderate
Greece,2016,65.15010341556436,1.5349169802869416,Moderate,Expensive
Greenland,2016,81.79069422972205,1.2226329772814282,Moderate,Expensive
Grenada,2016,65.97196154060518,1.5157954631749255,Moderate,Expensive
Guatemala,2016,44.12508241461647,2.2662847189804887,Cheap,Moderate
Guinea,2016,31.56955814726674,3.1676084769231365,Cheap,Cheap
Guinea-Bissau,2016,37.25473629714393,2.684222462411211,Cheap,Cheap
Guyana,2016,50.97850474535544,1.961611084897715,Cheap,Moderate
Haiti,2016,40.52294804535001,2.46773753696518,Cheap,Moderate
Honduras,2016,44.490434924998965,2.2476741386902126,Cheap,Moderate
"Hong Kong SAR, China",2016,77.04907661134696,1.2978740875042891,Moderate,Expensive
Algeria,2017,33.754378285601625,2.9625786365810898,Cheap,Cheap
Andorra,2017,76.61877361117152,1.3051631511029478,Moderate,Expensive
Angola,2017,34.85420026527807,2.869094664025917,Cheap,Cheap
Antigua and Barbuda,2017,79.19768050864889,1.2626632416220747,Moderate,Expensive
Argentina,2017,62.14434418559297,1.609156896102271,Moderate,Expensive
Armenia,2017,32.06574139600736,3.118593104242131,Cheap,Cheap
Aruba,2017,75.78975661506871,1.3194395188243386,Moderate,Expensive
Australia,2017,111.43362225847298,0.8973952203406579,Expensive,Expensive
Austria,2017,87.55130788952957,1.1421873917198122,Moderate,Expensive
Azerbaijan,2017,28.96911514453637,3.4519521739296266,Cheap,Cheap
"Bahamas, The",2017,92.9797828197479,1.0755026196808999,Moderate,Expensive
Bahrain,2017,49.38729899994867,2.0248120878224976,Cheap,Moderate
Niger,2017,43.19048252662834,2.3153249084065397,Cheap,Moderate
Nigeria,2017,37.550126093995175,2.66310690274863,Cheap,Cheap
North Macedonia,2017,34.702408702121176,2.881644350926209,Cheap,Cheap
Norway,2017,117.87019947612325,0.8483908608321039,Expensive,Expensive
Oman,2017,53.005151072776336,1.8866090931935937,Cheap,Moderate
Pakistan,2017,31.71986696545439,3.152598341881712,Cheap,Cheap
Palau,2017,91.1660623828298,1.0968994095639912,Moderate,Expensive
Panama,2017,46.803081035614,2.136611474870783,Cheap,Moderate
Papua New Guinea,2017,63.15719332501251,1.5833509175335128,Moderate,Expensive
Paraguay,2017,44.01599941213274,2.271901157205932,Cheap,Moderate
Peru,2017,53.49621837500951,1.8692910085531298,Cheap,Moderate
Latvia,2014,70.4558434453723,1.419328690281519,Moderate,Expensive
Lebanon,2014,46.94984333380929,2.129932559923762,Cheap,Moderate
Lesotho,2014,42.34695258443445,2.361445013088314,Cheap,Moderate
Liberia,2014,49.811648060028105,2.0075625660787177,Cheap,Moderate
Libya,2014,50.98036044452241,1.9615396817137354,Cheap,Moderate
Lithuania,2014,62.59304245103204,1.5976216538480659,Moderate,Expensive
Luxembourg,2014,117.45780264415644,0.8513695791070975,Expensive,Expensive
"Macao SAR, China",2014,60.85618478792555,1.6432183573203714,Moderate,Expensive
Madagascar,2014,33.73842440897408,2.9639795500764703,Cheap,Cheap
Malawi,2014,35.17071331779509,2.8432747182697504,Cheap,Cheap
Malaysia,2014,45.31010681243316,2.2070131155056085,Cheap,Moderate
Japan,2013,103.79833979070652,0.9634065458237069,Expensive,Expensive
Jordan,2013,43.91764766892719,2.276988985244591,Cheap,Moderate
Kazakhstan,2013,56.7415318817594,1.7623775157918644,Cheap,Moderate
Kenya,2013,44.13087575412325,2.2659872094348086,Cheap,Moderate
Kiribati,2013,86.47137396783585,1.1564520766976167,Moderate,Expensive
"Korea, Rep.",2013,79.36943485398167,1.2599308560527487,Moderate,Expensive
Kosovo,2013,45.787528067972566,2.1840008451984536,Cheap,Moderate
Kuwait,2013,64.63924347047735,1.547047809210096,Moderate,Expensive
Kyrgyz Republic,2013,31.733936256907608,3.151200632358765,Cheap,Cheap
Lao PDR,2013,34.71193206776455,2.8808537595884967,Cheap,Cheap
Latvia,2013,70.74732843236482,1.4134809358292735,Moderate,Expensive
Angola,2014,62.65116133846548,1.5961396064114732,Moderate,Expensive
Antigua and Barbuda,2014,71.67074265449777,1.395269482305614,Moderate,Expensive
Argentina,2014,62.77457743316292,1.5930015635146502,Moderate,Expensive
Armenia,2014,39.56476005501364,2.5275017429892896,Cheap,Moderate
Aruba,2014,73.28050201174301,1.36461947250273,Moderate,Expensive
Austria,2014,106.12024410074471,0.9423272707992031,Expensive,Expensive
Azerbaijan,2014,44.927206148440426,2.2258228047744146,Cheap,Moderate
"Bahamas, The",2014,91.8396825378532,1.0888539380434312,Moderate,Expensive
Bahrain,2014,48.71502064421117,2.052754954787914,Cheap,Moderate
Bangladesh,2014,33.003617100721584,3.0299709178789866,Cheap,Cheap
Barbados,2014,108.5927227876235,0.920872020085283,Expensive,Expensive
Myanmar,2009,24.95042370739576,4.007947968048261,Cheap,Cheap
Namibia,2009,53.25794370667092,1.877654168376657,Cheap,Moderate
Nauru,2009,79.21435783473004,1.2623974079122926,Moderate,Expensive
Nepal,2009,23.31634707763952,4.288836483134206,Cheap,Cheap
Netherlands,2009,118.26736746332024,0.8455417766106468,Expensive,Expensive
New Zealand,2009,91.96833031419828,1.0873308198415967,Moderate,Expensive
Nicaragua,2009,37.81463179048807,2.6444790089204067,Cheap,Cheap
Niger,2009,46.16890227617323,2.165960095863224,Cheap,Moderate
Nigeria,2009,43.24998392785637,2.3121395875384865,Cheap,Moderate
North Macedonia,2009,41.62097168993488,2.402634920322699,Cheap,Moderate
Montenegro,2017,39.64667683383552,2.522279494423032,Cheap,Moderate
Morocco,2017,40.62202762884062,2.4617185757857767,Cheap,Moderate
Mozambique,2017,36.71320895786152,2.72381529260429,Cheap,Cheap
Myanmar,2017,27.044314796676165,3.697634817218232,Cheap,Cheap
Namibia,2017,52.0225755705147,1.9222423900264927,Cheap,Moderate
Nauru,2017,100.06902222904878,0.9993102537877226,Expensive,Expensive
Nepal,2017,28.69257855593147,3.4852217901945073,Cheap,Cheap
Netherlands,2017,88.35801321764721,1.131759263912779,Moderate,Expensive
New Zealand,2017,101.67333574122672,0.9835420395226768,Expensive,Expensive
Nicaragua,2017,35.0601147362437,2.852243945928224,Cheap,Cheap
Portugal,2013,77.50989845125513,1.290157799173077,Moderate,Expensive
Puerto Rico,2013,87.3995487782206,1.144170666758858,Moderate,Expensive
Qatar,2013,61.28546679534561,1.631708221036094,Moderate,Expensive
Romania,2013,48.26517224015894,2.071887353937488,Cheap,Moderate
Russian Federation,2013,61.26677694456512,1.6322059848273256,Moderate,Expensive
Rwanda,2013,46.61452019650533,2.145254302274186,Cheap,Moderate
Samoa,2013,74.69091555844558,1.3388509064633178,Moderate,Expensive
San Marino,2013,100.07378633678265,0.9992626806730952,Expensive,Expensive
São Tomé and Príncipe,2013,46.93480619366743,2.130614955292865,Cheap,Moderate
Saudi Arabia,2013,44.79770543232507,2.2322571889550873,Cheap,Moderate
Senegal,2013,49.83559013564728,2.006598090397052,Cheap,Moderate
Serbia,2013,46.175965295944046,2.165628793228145,Cheap,Moderate
Lebanon,2016,42.70728654930143,2.3415208054616086,Cheap,Moderate
Lesotho,2016,33.73319519271278,2.9644390170784214,Cheap,Cheap
Liberia,2016,47.9498014061403,2.0855143726871477,Cheap,Moderate
Libya,2016,44.37117584120647,2.253715347951909,Cheap,Moderate
Lithuania,2016,52.03761845054488,1.9216867139113456,Cheap,Moderate
Luxembourg,2016,94.2964120410119,1.0604857367903613,Moderate,Expensive
"Macao SAR, China",2016,64.01267229814758,1.5621906789680118,Moderate,Expensive
Madagascar,2016,29.072366918667967,3.439692415817301,Cheap,Cheap
Malawi,2016,31.951738766152044,3.1297201298457855,Cheap,Cheap
Malaysia,2016,37.47765977373718,2.6682562519572244,Cheap,Cheap
Maldives,2016,52.99983609112108,1.8867982879809835,Cheap,Moderate
Antigua and Barbuda,2016,77.65720180410408,1.2877105751538311,Moderate,Expensive
Argentina,2016,63.16578659473594,1.5831355135587548,Moderate,Expensive
Armenia,2016,33.34280096997772,2.999148154650872,Cheap,Cheap
Aruba,2016,75.97846867292849,1.316162351606206,Moderate,Expensive
Australia,2016,105.56047309298222,0.9473242878697189,Expensive,Expensive
Austria,2016,85.9987342362259,1.162807812093079,Moderate,Expensive
Azerbaijan,2016,26.69742764837077,3.745679221125357,Cheap,Cheap
"Bahamas, The",2016,94.831266986888,1.054504523427138,Moderate,Expensive
Bahrain,2016,50.180376293437234,1.9928108831873856,Cheap,Moderate
Bangladesh,2016,36.017387253257404,2.776436816386675,Cheap,Cheap
Barbados,2016,105.84074948312102,0.9448156828854234,Expensive,Expensive
Israel,2012,102.5787912490406,0.9748603856836271,Expensive,Expensive
Italy,2012,96.0676318409766,1.0409333308593758,Moderate,Expensive
Jamaica,2012,63.78260521526673,1.5678255797564136,Moderate,Expensive
Jordan,2012,42.81448537530944,2.335658110179428,Cheap,Moderate
Kazakhstan,2012,56.24876677586346,1.7778167546050156,Cheap,Moderate
Kenya,2012,45.13112748453364,2.215765605108577,Cheap,Moderate
Kiribati,2012,97.21716801296397,1.0286249028223589,Moderate,Expensive
"Korea, Rep.",2012,75.86813851923314,1.3180763618531282,Moderate,Expensive
Kosovo,2012,43.18615516250408,2.315556909933578,Cheap,Moderate
Kuwait,2012,63.53440928624793,1.5739502597633355,Moderate,Expensive
Eritrea,2013,39.42379799057053,2.5365389713065754,Cheap,Moderate
Estonia,2013,69.38407385192177,1.4412529338276991,Moderate,Expensive
Eswatini,2013,47.98773475983712,2.083865814889309,Cheap,Moderate
Ethiopia,2013,38.63451382239986,2.5883592183841877,Cheap,Moderate
Faroe Islands,2013,112.00736382166,0.8927984427811522,Expensive,Expensive
Fiji,2013,50.76682187385397,1.9697904321937119,Cheap,Moderate
France,2013,107.79577097031404,0.9276801779871223,Expensive,Expensive
Gabon,2013,63.44120610659545,1.576262592359571,Moderate,Expensive
"Gambia, The",2013,32.58331658512959,3.0690552859692044,Cheap,Cheap
Georgia,2013,43.64038993088201,2.2914552358120717,Cheap,Moderate
"Venezuela, RB",1998,32.52552457925534,3.074508445092985,Cheap,Cheap
Vietnam,1998,19.87692648788084,5.030958888989754,Cheap,Cheap
West Bank and Gaza,1998,53.86779201609399,1.8563968608574706,Cheap,Moderate
"Yemen, Rep.",1998,14.03290568362968,7.126107896289552,Cheap,Cheap
Zambia,1998,23.30864538307399,4.290253610045347,Cheap,Cheap
Zimbabwe,1998,37.09334611927775,2.695901299344604,Cheap,Cheap
Hungary,2009,63.075251418763415,1.5854078699756453,Moderate,Expensive
Iceland,2009,98.60689235706704,1.0141278931891329,Moderate,Expensive
India,2009,28.172562742354984,3.549552836727159,Cheap,Cheap
Indonesia,2009,28.195775763710703,3.5466305604793726,Cheap,Cheap
"Iran, Islamic Rep.",2009,34.55955628140615,2.8935556691103215,Cheap,Cheap
Iraq,2009,31.78495374143805,3.146142694227992,Cheap,Cheap
Israel,2009,101.50125880527936,0.9852094562870458,Expensive,Expensive
Italy,2009,107.52977446675776,0.9299749813100785,Expensive,Expensive
Jamaica,2009,54.4332727455377,1.8371116590302343,Cheap,Moderate
Saudi Arabia,2017,45.04722277323413,2.2198926780324704,Cheap,Moderate
Senegal,2017,41.9497063057531,2.3838069156228094,Cheap,Moderate
Serbia,2017,37.8818322087488,2.6397878394304546,Cheap,Moderate
Seychelles,2017,56.986358158427976,1.7548059435907388,Cheap,Moderate
Sierra Leone,2017,31.14933438368218,3.210341472092122,Cheap,Cheap
Singapore,2017,63.95819556767704,1.5635212831197765,Moderate,Expensive
Sint Maarten (Dutch part),2017,78.0167592970352,1.2817758761199944,Moderate,Expensive
Slovak Republic,2017,58.34046390082364,1.7140761885266431,Cheap,Moderate
Slovenia,2017,64.40865930835305,1.5525862682726446,Moderate,Expensive
Solomon Islands,2017,87.34865103308991,1.1448373708956012,Moderate,Expensive
"Somalia, Federal Republic of",2017,31.99746012687678,3.1252480541730057,Cheap,Cheap
Cabo Verde,2010,59.2764680682705,1.6870100945425253,Cheap,Moderate
Cambodia,2010,31.86459217512299,3.1382796130079145,Cheap,Cheap
Cameroon,2010,47.99637655990319,2.0834906125713943,Cheap,Moderate
Canada,2010,118.59595151896602,0.8431991035040338,Expensive,Expensive
Cayman Islands,2010,115.84943901467966,0.8631893330733235,Expensive,Expensive
Central African Republic,2010,50.92164142308869,1.963801582300495,Cheap,Moderate
Chad,2010,49.22214897939176,2.031605731839701,Cheap,Moderate
Chile,2010,70.50421038078859,1.4183550097207895,Moderate,Expensive
China,2010,49.18900784752157,2.0329745277641047,Cheap,Moderate
Colombia,2010,59.01872809210017,1.6943774159949287,Cheap,Moderate
Comoros,2010,58.44575243211834,1.710988324021403,Cheap,Moderate
Montenegro,2014,48.06334994952971,2.0805873936171295,Cheap,Moderate
Morocco,2014,47.4682232673407,2.106672487756719,Cheap,Moderate
Mozambique,2014,59.79805951962077,1.672295067822197,Cheap,Expensive
Myanmar,2014,29.544919802994592,3.384676643795265,Cheap,Cheap
Namibia,2014,51.88772695002586,1.9272380171193868,Cheap,Moderate
Nauru,2014,94.90129359634876,1.0537264162629645,Moderate,Expensive
Nepal,2014,28.314350160748408,3.5317780359525224,Cheap,Cheap
Netherlands,2014,107.44887773513688,0.9306751462449103,Expensive,Expensive
New Zealand,2014,119.51967480574102,0.8366823300225094,Expensive,Expensive
Nicaragua,2014,38.6438137391334,2.5877363107858344,Cheap,Moderate
Niger,2014,48.67800320939154,2.054315982721058,Cheap,Moderate
Bangladesh,2006,26.75915936581776,3.7370381719741292,Cheap,Cheap
Barbados,2006,97.32666557376147,1.0274676463071928,Moderate,Expensive
Belarus,2006,35.00103830821157,2.8570580998032584,Cheap,Cheap
Belgium,2006,109.79722028223516,0.910769869610075,Expensive,Expensive
Belize,2006,55.75136228254149,1.7936781435619726,Cheap,Moderate
Benin,2006,40.044778730332,2.4972044588738056,Cheap,Moderate
Bhutan,2006,28.920350355313907,3.4577727714707893,Cheap,Cheap
Bolivia,2006,28.081894658805837,3.5610132868525057,Cheap,Cheap
Bosnia and Herzegovina,2006,46.09283127430812,2.169534767887852,Cheap,Moderate
Botswana,2006,42.12050096678781,2.374140803283665,Cheap,Moderate
Brazil,2006,50.50108369970408,1.9801555268523072,Cheap,Moderate
North Macedonia,2013,41.17954596355233,2.428390057736653,Cheap,Moderate
Oman,2013,49.89638467547984,2.0041532197249987,Cheap,Moderate
Pakistan,2013,29.359176872458388,3.4060900424565106,Cheap,Cheap
Palau,2013,82.3281807934528,1.2146509134081651,Moderate,Expensive
Panama,2013,55.9820488634631,1.786286890711951,Cheap,Moderate
Papua New Guinea,2013,82.34278916600907,1.214435423099316,Moderate,Expensive
Paraguay,2013,53.02528699050069,1.8858926688678683,Cheap,Moderate
Peru,2013,59.75614495567784,1.6734680604676175,Cheap,Expensive
Philippines,2013,43.64274441857001,2.291331613816888,Cheap,Moderate
Poland,2013,55.75003235127826,1.7937209322122871,Cheap,Moderate
Lebanon,2013,50.02802472673645,1.998879638886823,Cheap,Moderate
Lesotho,2013,45.34744081432719,2.205196108187118,Cheap,Moderate
Liberia,2013,52.25566962677261,1.9136679467363693,Cheap,Moderate
Libya,2013,56.50659769869677,1.7697048499224424,Cheap,Moderate
Lithuania,2013,62.82284162552364,1.5917777262620996,Moderate,Expensive
Luxembourg,2013,118.90029870800034,0.8410407802724166,Expensive,Expensive
"Macao SAR, China",2013,58.12645647855638,1.7203869985931677,Cheap,Moderate
Madagascar,2013,34.97354398972378,2.859304165153604,Cheap,Cheap
Malawi,2013,31.894195625505574,3.135366734881085,Cheap,Cheap
Malaysia,2013,46.25746087516713,2.161813426592207,Cheap,Moderate
